Track Name,Artist(s),Album,Release Date,Track URI,Round Name
Shhhh! Golf is On,Hot Mulligan,Why Would I Watch,2023-05-12,spotify:track:5r7vuSx8Z7j4dK9I4Q6wch,Sell me on an album
Endless War,Within Temptation,Resist (Extended Deluxe),2019-02-01,spotify:track:5uDWqYSiWqWTXK9CbAKIA8,Sell me on an album
The Sound Of Muzak - Remastered,Porcupine Tree,In Absentia (Deluxe - Remastered),2002,spotify:track:5wPG1PqrvFbHOXsoUJZ76U,Sell me on an album
Ride,"Baker Boy, Yirrmal",Gela,2021-10-15,spotify:track:5XwYtI7OtrGzFd9Jw7ACKa,Sell me on an album
White Braids & Pillow Chair,Red Hot Chili Peppers,Unlimited Love,2022-04-01,spotify:track:62MNMZaNTYWqjsD0Isce0l,Sell me on an album
No Shoes in the Coffee Shop (Or Socks),Hot Mulligan,Why Would I Watch,2023-05-12,spotify:track:67BoLcQZhPok0yVe9J0Br8,Sell me on an album
Get Your Wish,Porter Robinson,Nurture,2021-04-23,spotify:track:6aUfT9QOcTHhxLNrf1aVR8,Sell me on an album
Paraiso,SOIL & “PIMP” SESSIONS,6,2010-04-26,spotify:track:6EtRgApidRLma7MckIQg5J,Sell me on an album
New Country,Racing Glaciers,Ahead Of You Forever,2014-02-02,spotify:track:6F7PAYE2I9oKwzKE5DPWm1,Sell me on an album
Corinne,Metronomy,The English Riviera,2011-04-11,spotify:track:6guXQ9rHmOofkqp8uHYO8r,Sell me on an album
What A Wonderful Man,My Morning Jacket,Z,2005-10-04,spotify:track:6sICylTFKeiplGHltWnJ1k,Sell me on an album
DUST,HÆLOS,Full Circle,2016-03-18,spotify:track:7AHaKrKuhzpl4xK0r2Jd9g,Sell me on an album
Wandering Star,Portishead,Dummy,1994-01-01,spotify:track:7h14W1uQK7sjpVI1oVTobt,Sell me on an album
Don't You Want Me,"Bahamas, The Weather Station",The Secret Life Of Walter Mitty (Music From And Inspired By The Motion Picture),2013-01-01,spotify:track:0bmDpMruiJpzV5eQ92W0Lq,Favorite Duet
Smooth (feat. Rob Thomas),"Santana, Rob Thomas",Supernatural (Remastered),1999-06-15,spotify:track:0n2SEXB2qoRQg171q7XqeW,Favorite Duet
Tamacun (live),Rodrigo y Gabriela,Live In France,2011-07-19,spotify:track:0uieS3YMFDg3jmCAkoXBQJ,Favorite Duet
Cruisin' - Single Edit,"Huey Lewis, Gwyneth Paltrow",Greatest Hits: Huey Lewis And The News,2006-01-01,spotify:track:1A8OrMrc15qpXp5MuOfvG2,Favorite Duet
I Wanna Be Sedated,Tim Timebomb,I Wanna Be Sedated,2013-08-27,spotify:track:1cEQ3OYNFdX6kaTXyuOakL,Favorite Duet
"Something Stupid (From ""Better Call Saul"")",Lola Marsh,"Something Stupid (From ""Better Call Saul"")",2018-10-05,spotify:track:29EdNlJQqStWhNkSGpkuFQ,Favorite Duet
Promiscuous,"Nelly Furtado, Timbaland",Loose,2006-01-01,spotify:track:2gam98EZKrF9XuOkU13ApN,Favorite Duet
Savages,"Jonathan Young, Caleb Hyles",VILLAINS,2019-01-01,spotify:track:2GBA92Di8qSgHae8k73hur,Favorite Duet
Danger! High Voltage - Soulchild Radio Mix,Electric Six,Fire,2003-05-19,spotify:track:2VHfyWLlvCvbkIqtS5tqt3,Favorite Duet
I Love You 3000 II,"88rising, Stephanie Poetri, Jackson Wang",Head In The Clouds II,2019-10-11,spotify:track:3witRpHWHqArlnt6GTlH2Y,Favorite Duet
Welcome Home,Coheed and Cambria,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,2005-01-15,spotify:track:42GP0xKtkolBnmqQRvSllO,Favorite Duet
Dino's,"Gordi, Alex Lahey",Dino's,2021-02-12,spotify:track:45Q4nigFbMgJiif53Fj0am,Favorite Duet
"Come What May - From ""Moulin Rouge"" Soundtrack","Nicole Kidman, Ewan McGregor",Moulin Rouge,2001-01-01,spotify:track:5cCAnk1sHJDdqqNIScOkZU,Favorite Duet
Chaiyya Chaiyya,"Sukhwinder Singh, Sapna Awasthi",Dil Se (Original Motion Picture Soundtrack),1998-07-08,spotify:track:5H4rKylLnO8KrmdXTRhj5s,Favorite Duet
RNP (feat. Anderson .Paak),"Cordae, Anderson .Paak",The Lost Boy,2019-07-26,spotify:track:5lw8Mgb4LyhriPIC86gV6e,Favorite Duet
Home (2019 Remaster),Edward Sharpe & The Magnetic Zeros,Up From Below - 10th Anniversary Edition,2009-07-07,spotify:track:5uGXVcOINWmyUzpz0lKq7m,Favorite Duet
Turn Me Good (feat. Jazzy Amra) - Jazzy Remix,"Wyclef Jean, Jazzy Amra",Carnival III: The Fall and Rise of a Refugee (Deluxe Edition),2017-11-03,spotify:track:5vTjZU4d1pfDHU28w02DHB,Favorite Duet
Blowin' in the Wind,"Peter, Paul and Mary",In the Wind,1963,spotify:track:62Yu8QL1g9pdbvN4XL9Rah,Favorite Duet
How Not To Drown,"CHVRCHES, Robert Smith",Screen Violence,2021-08-27,spotify:track:67REFqZvdnH9ns87W1uCWs,Favorite Duet
Coffee - Main,"Aesop Rock, John Darnielle","Coffee 12""",2007-08-07,spotify:track:69Fj8x6fsgZOCtgzohbMsk,Favorite Duet
Islands In the Stream,"Dolly Parton, Kenny Rogers",Greatest Hits,1982-10-04,spotify:track:6dnco8haegnJYtylV26cBq,Favorite Duet
Falling Slowly,"Glen Hansard, Markéta Irglová",Music From The Motion Picture Once,2007-05-22,spotify:track:6EIVLz5xM1xE29r0OmIkWt,Favorite Duet
Hate Me (with Juice WRLD),"Ellie Goulding, Juice WRLD",Hate Me (with Juice WRLD),2019-06-26,spotify:track:6kls8cSlUyHW2BUOkDJIZE,Favorite Duet
Manhattan-Kaboul,"Renaud, Axelle Red",Boucan d'enfer,2002-05-27,spotify:track:6lvkgqpLRNlF0Re01WX8dZ,Favorite Duet
Cecilia,Simon & Garfunkel,Bridge Over Troubled Water,1970-01-26,spotify:track:6QhXQOpyYvbpdbyjgAqKdY,Favorite Duet
Sous le vent,"Garou, Céline Dion",Seul,2000-11-06,spotify:track:6VZB0ttlqGjpGMAcaomXh9,Favorite Duet
Lay All Your Love On Me - From 'Mamma Mia!' Original Motion Picture Soundtrack,"Dominic Cooper, Amanda Seyfried",Mamma Mia! The Movie Soundtrack,2008-01-01,spotify:track:74wySERHHxB8Ul9A0CNBla,Favorite Duet
Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell",United,1967-08-29,spotify:track:7tqhbajSfrz2F7E1Z75ASX,Favorite Duet
New England,Jonathan Richman & The Modern Lovers,Roadrunner: The Beserkley Collection,2004-07-19,spotify:track:0C0mLoKKKfRtx30zYmDAdW,Traveler's Pinboard
Doin' Time,Lana Del Rey,Norman Fucking Rockwell!,2019-08-30,spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX,Traveler's Pinboard
London Is the Place for Me,Edmundo Ros,The Latin Rhythms of Edmundo Ros,1950-03-03,spotify:track:19ooB0O1oNEKBvarkE3Ymq,Traveler's Pinboard
Schwarz zu blau,Peter Fox,Stadtaffe,2008-09-26,spotify:track:1Fjz0ME9pzk553wH86m3ZZ,Traveler's Pinboard
Sweet Home Chicago,The Blues Brothers,The Blues Brothers Original Motion Picture Soundtrack,1980,spotify:track:1OJO3vsGqwbIQuLPGeY2Sb,Traveler's Pinboard
Beverly Hills,Weezer,Make Believe,2005-05-10,spotify:track:1yKu2MhpwzDXXH2tzG6xoa,Traveler's Pinboard
Fire in Cairo - 2005 Remaster,The Cure,Three Imaginary Boys (Deluxe Edition),1979-05-11,spotify:track:2kSRY5KlaamLk1w787JVJc,Traveler's Pinboard
Sedona,Houndmouth,Little Neon Limelight,2015-03-17,spotify:track:2MQhTbX792AT6YyzwLz9dt,Traveler's Pinboard
Across 110th Street,Bobby Womack,Midnight Mover: The Bobby Womack Story,1993-01-01,spotify:track:2zyTP97uGsIc1C4KNNEkyn,Traveler's Pinboard
Dark City,Machinae Supremacy,The Beat Of Our Decay,2011-03-28,spotify:track:39oHziYEVfcel1mxIN2QuJ,Traveler's Pinboard
Strawberry Fields Forever - Remastered 2009,The Beatles,Magical Mystery Tour (Remastered),1967-11-27,spotify:track:3Am0IbOxmvlSXro7N5iSfZ,Traveler's Pinboard
Kyoto (feat. Sirah),"Skrillex, Sirah",Bangarang EP,2011-12-27,spotify:track:3FUZpoj9VV0sgc8RqbS3xQ,Traveler's Pinboard
To Live & Die In L.A.,2Pac,Greatest Hits,1998-01-01,spotify:track:3ivJymJnoceuUUe7wTP6m4,Traveler's Pinboard
HOT WIND BLOWS (feat. Lil Wayne),"Tyler, The Creator, Lil Wayne",CALL ME IF YOU GET LOST,2021-06-25,spotify:track:3JJL91ilRV6fXhKqu0FGXs,Traveler's Pinboard
End of Beginning,Djo,DECIDE,2022-09-16,spotify:track:3qhlB30KknSejmIvZZLjOD,Traveler's Pinboard
San Francisco,Michael Marshall,Grown & Sexy,2018-11-22,spotify:track:4bRzKkSqseDpUoqwMzO6fr,Traveler's Pinboard
Paris,Magic Man,Before the Waves,2014-07-08,spotify:track:4EaO2XR7gWaHq8DW7nu1iY,Traveler's Pinboard
Alaska,Maggie Rogers,Heard It In A Past Life,2019-01-18,spotify:track:4HfLQJtVT1KiX1eVedDyTm,Traveler's Pinboard
Rome,Phoenix,Wolfgang Amadeus Phoenix,2009-05-25,spotify:track:4tJSZDRhpy61FIgduRVrJt,Traveler's Pinboard
Clarkson,Sly Withers,Gardens,2021-06-11,spotify:track:4vnlMcxPWvjMV2A5Gl8AY3,Traveler's Pinboard
A Horse with No Name,"America, George Martin",America,1972,spotify:track:54eZmuggBFJbV7k248bTTt,Traveler's Pinboard
Respiration,"Black Star, Common",Mos Def & Talib Kweli Are Black Star,1998-09-29,spotify:track:5mxVKAuunOKqcBfR5ivbRf,Traveler's Pinboard
Rhode Island,The Weekend Run Club,Zoo,2020-01-31,spotify:track:5oJc6FmVeeGBvLr5Zbze0w,Traveler's Pinboard
Santiano,Hugues Aufray,Santiano,1990-01-01,spotify:track:5xacwJHf9yLJKCn5JjSiRz,Traveler's Pinboard
Japan,The Lonely Island,Turtleneck & Chain (Explicit Version),2011-01-01,spotify:track:62CfIeX8B6AgWft6Ty1lO9,Traveler's Pinboard
Everest,Public Service Broadcasting,Inform - Educate - Entertain,2013-05-06,spotify:track:6NorO8SVLXBm6Dd9gC8QhF,Traveler's Pinboard
California,Grimes,Art Angels,2015-11-06,spotify:track:6PY49R5SjxYDiOMFQj7Gsq,Traveler's Pinboard
Pimpin' All Over The World,"Ludacris, Bobby V.",The Red Light District,2004-01-01,spotify:track:6VixoRqnikN4QqegoKUSbH,Traveler's Pinboard
Dua Lipa,Jack Harlow,Come Home The Kids Miss You,2022-05-06,spotify:track:0LnS7aOdOdI1dNKZqdOLz4,Name Checks
Killshot,Eminem,Killshot,2018-09-19,spotify:track:1jo3TwNGCXfNdB5uba3ZVv,Name Checks
Like Dylan In The Movies,Belle and Sebastian,If You're Feeling Sinister,1998-02-02,spotify:track:2AXuXJT9Rg6SxlGh2lIGsP,Name Checks
Susanne - Single Version,Weezer,Weezer,2004-05-10,spotify:track:2DtrDa3n69HosKuOGCG0rR,Name Checks
Jules Quesnel,Shimmertraps,LOOK!,2020-06-19,spotify:track:2oajjeidKvcwU8c92oERmP,Name Checks
Cleopatra,The Lumineers,Cleopatra,2016-04-08,spotify:track:2ToW7zhGCrVrLU4fiKj9U1,Name Checks
We Didn't Start the Fire,Billy Joel,The Essential Billy Joel,2001-10-02,spotify:track:38bDGWuyYdSdNfrFfbCiVS,Name Checks
Slow Jamz,"Twista, Kanye West, Jamie Foxx",The College Dropout,2004-02-10,spotify:track:3A4cpTBPaIQdtPFb5JxtaX,Name Checks
Meet James Ensor,They Might Be Giants,John Henry,1994-08-23,spotify:track:3DU4uGs8ffjXMxcK7b4OrA,Name Checks
Riptide,Vance Joy,Dream Your Life Away (Special Edition),2014-09-09,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,Name Checks
Miss Maggie,Renaud,Mistral gagnant,1985-11-30,spotify:track:3mrD89s4Ua9IS3Aw5kxMU7,Name Checks
Let The Smokers Shine The Coupes,Pusha T,It's Almost Dry,2022-04-22,spotify:track:3XyNi4ARXWBgzeDFKoJPqy,Name Checks
RAP DEVIL,Machine Gun Kelly,BINGE,2018-09-21,spotify:track:43TP6JCWXgkc2D7Xjz5hBr,Name Checks
Chris Farley,Hilltop Hoods,State Of The Art,2009-01-01,spotify:track:4KHFJKplO38iUq1utJ4pQl,Name Checks
Alejandro,Lady Gaga,The Fame Monster (Deluxe Edition),2009-08-05,spotify:track:4lwavw59UjXUPJZtKNdFYp,Name Checks
Song for Dan Treacy,MGMT,Congratulations,2010-04-09,spotify:track:4SjbThOBAifCj4cBAI12T1,Name Checks
Every Girl,Allah-Las,Worship the Sun,2014-09-15,spotify:track:55z3CvHavGqZPEoaoNo7Ty,Name Checks
1985,Bowling For Soup,A Hangover You Don't Deserve,2004,spotify:track:5oQcOu1omDykbIPSdSQQNJ,Name Checks
Uma Thurman,Fall Out Boy,American Beauty/American Psycho,2015-01-20,spotify:track:5PUawWFG1oIS2NwEcyHaCr,Name Checks
Minnesota Girls,The Shackletons,Second Attempt,2017-12-25,spotify:track:5rBQhNwC1YSn7Zr9MCBVx3,Name Checks
ave cesaria,Stromae,racine carrée,2013-01-01,spotify:track:66u6ycRUqlrW9C05QJUmSo,Name Checks
BOY BYE,BROCKHAMPTON,GINGER,2019-08-23,spotify:track:6e7hIhOLH9zvb3zP5O5gt0,Name Checks
The Black Brad Pitt,"Evil Nine, Danny Brown",Bromance #Special: The Black Brad Pitt - Single,2012-08-20,spotify:track:6hpUqttHuTM815VfGdSR6L,Name Checks
For Elise,Saint Motel,saintmotelevision,2016-10-21,spotify:track:6i40XRqEwHAnSxwZWasMRp,Name Checks
Poster Child,Red Hot Chili Peppers,Unlimited Love,2022-04-01,spotify:track:6LwwlI0IvFTN6DRUDdkkT8,Name Checks
Genghis Khan,Miike Snow,iii,2016-03-04,spotify:track:6MDijuuArPJv1vbp7K1x3f,Name Checks
Colin,Lime Cordiale,Colin,2022-11-23,spotify:track:6QiWtxs1JaZqD0IONUOBst,Name Checks
Randall Collins,Norman Blake,Back Home In Sulphur Springs,1972-01-01,spotify:track:72oaFIAqlK7N7a8cyHZZ3i,Name Checks
Drugs,UPSAHL,Drugs,2019-01-18,spotify:track:06ioYJ99HHjzRk8HrGfkKS,Instant Fandom
Shark Smile,Big Thief,Capacity,2017-06-09,spotify:track:0Fc0vCE3yWvAGKbU5twVOz,Instant Fandom
Cockroach King,Haken,The Mountain,2013-09-17,spotify:track:0J1CIpL8IuUf0OyijwkMFj,Instant Fandom
Chaise Longue,Wet Leg,Wet Leg,2022-04-08,spotify:track:0nys6GusuHnjSYLW0PYYb7,Instant Fandom
Invisible,MonoNeon,Invisible,2020-11-01,spotify:track:1hRAq4P1FKNHLyFGUk7cLf,Instant Fandom
Surrender,The Smith Street Band,Throw Me In The River,2014-10-31,spotify:track:1sKyIsaXvyO93UANNEQ2UU,Instant Fandom
Saturn,Sleeping At Last,"Astronomy, Vol. 1",2020-05-01,spotify:track:1vG5t1ZJxlMNo0VqSuPMzb,Instant Fandom
Hang Tan,Toubab Krewe,Toubab Krewe,2005-01-01,spotify:track:2uRKV1gBNv6qdpDqr0aGJh,Instant Fandom
Tank!,SEATBELTS,COWBOY BEBOP (Original Motion Picture Soundtrack),1998-05-21,spotify:track:2Wi5ubKr8zSk8L3CLemyS4,Instant Fandom
Heaven's Here on Earth,Tracy Chapman,New Beginning,1995-10-31,spotify:track:327yGshtQlY2EER4LUAUBh,Instant Fandom
Red Sky,Moon Hooch,Red Sky,2016-06-10,spotify:track:3aATgCHilZcGav6LUdR42g,Instant Fandom
Gina Works At Hearts,DZ Deathrays,Black Rat,2014-05-02,spotify:track:3kq7FM2Ot4S1y4Gh5IPpii,Instant Fandom
Asshole,Clavicule,Garage Is Dead,2020-06-12,spotify:track:3WdRcyPUkl0oiaGd3eXieY,Instant Fandom
Back Breaker,Hit The Lights,"Skip School, Start Fights",2008-07-08,spotify:track:3y5fhy4N0u1N1vesrJYVVf,Instant Fandom
West Coast Love,Emotional Oranges,The Juice: Vol. II,2019-11-08,spotify:track:4NFD9ea0uH0MtoC30yNYE1,Instant Fandom
Prayer Of The Refugee,Rise Against,The Sufferer & The Witness,2006-01-01,spotify:track:4OSbctVD37ycS0H3rwRm72,Instant Fandom
Quiet Little Voices,We Were Promised Jetpacks,These Four Walls,2009-06-15,spotify:track:4TQJGu7KoqOFvjvopA8fx2,Instant Fandom
Tadow,"Masego, FKJ",Lady Lady,2018-09-07,spotify:track:51rPRW8NjxZoWPPjnRGzHw,Instant Fandom
Bad Habit,Your Smith,Bad Habit,2018-07-27,spotify:track:5AO04RAJSZ1J1Bt5CK1TGG,Instant Fandom
Night Light,The Rions,Night Light,2021-04-09,spotify:track:5g4VW1FmFDXixu1VEiHAVz,Instant Fandom
The Diary of Jane - Single Version,Breaking Benjamin,Phobia (Explicit Version),2006-01-01,spotify:track:5pvJ59i7JxylN8VB24xdMs,Instant Fandom
"The Deepest Sighs, the Frankest Shadows",Gang of Youths,Go Farther In Lightness,2017-08-18,spotify:track:5Q5o0jX8RwrHRdLYQkg6BA,Instant Fandom
The Adults Are Talking,The Strokes,The New Abnormal,2020-04-10,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,Instant Fandom
Me Gustas Tu,Manu Chao,Próxima Estación: Esperanza,2001-06-01,spotify:track:6b37xrsNCWYIUphFBazqD6,Instant Fandom
Whispers in the Dark,Skillet,Comatose,2006-10-03,spotify:track:6rSuL1ViLO7Aljn2WD09s4,Instant Fandom
Dreams Tonite,Alvvays,Antisocialites,2017-09-08,spotify:track:6TcxxINfeaBEQ35sHMldTD,Instant Fandom
Tournent les violons,Jean-Jacques Goldman,Chansons pour les pieds,2001-11-19,spotify:track:6YsoI20XTe9ko9fpXJXNzZ,Instant Fandom
Little Weapon (feat. Bishop G & Nikki Jean),"Lupe Fiasco, Bishop G, Nikki Jean",Lupe Fiasco's The Cool,2007-01-01,spotify:track:7sb2qiE0af4NggQPa5FkYY,Instant Fandom
